CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,fullname
15590,MR.,MARSHALL,WU,1969-03-27,M,M,marshall6@adventure-works.com,"$120,000 ",1,Graduate Degree,Management,Y,MR.MARSHALLWU
15591,MR.,DARREN,SRINI,1969-09-22,S,M,darren11@adventure-works.com,"$120,000 ",1,Graduate Degree,Management,Y,MR.DARRENSRINI
15592,MRS.,JANET,MORENO,1967-04-07,M,F,janet11@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y,MRS.JANETMORENO
15593,MRS.,NAOMI,MARTIN,1967-09-19,M,F,naomi0@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y,MRS.NAOMIMARTIN
15594,MRS.,JOANNA,CARLSON,1967-03-09,S,F,joanna17@adventure-works.com,"$80,000 ",5,Graduate Degree,Management,Y,MRS.JOANNACARLSON
15595,MR.,ANDRE,SANCHEZ,1966-02-05,M,M,andre19@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,MR.ANDRESANCHEZ
15596,MR.,GILBERT,GOEL,1966-01-02,S,M,gilbert39@adventure-works.com,"$90,000 ",2,Bachelors,Professional,Y,MR.GILBERTGOEL
15597,MR.,TERRY,RAJI,1966-02-06,M,M,terry23@adventure-works.com,"$90,000 ",2,Bachelors,Professional,Y,MR.TERRYRAJI
15598,MRS.,TANYA,RUBIO,1965-10-21,S,F,tanya18@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y,MRS.TANYARUBIO
15599,MR.,DARRYL,MA,1965-05-21,S,M,darryl15@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y,MR.DARRYLMA
15600,MR.,JOSUE,DOMINGUEZ,1968-11-02,M,M,josue1@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y,MR.JOSUEDOMINGUEZ
15601,MRS.,NAOMI,MORENO,1968-08-12,M,F,naomi6@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y,MRS.NAOMIMORENO
15602,MR.,WARREN,WU,1968-01-18,S,M,warren23@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MR.WARRENWU
15603,MR.,PHILIP,BLANCO,1964-09-05,M,M,philip15@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y,MR.PHILIPBLANCO
15604,MR.,CLIFFORD,PRASAD,1964-12-14,M,M,clifford9@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y,MR.CLIFFORDPRASAD
15605,MR.,ALAN,YANG,1964-08-24,M,M,alan9@adventure-works.com,"$60,000 ",4,Bachelors,Professional,N,MR.ALANYANG
15606,MR.,MARCO,PRASAD,1964-12-11,M,M,marco10@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y,MR.MARCOPRASAD
15607,MR.,RICKY,GILL,1964-09-22,S,M,ricky14@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MR.RICKYGILL
15608,MS.,FAITH,JAMES,1973-05-14,S,F,faith29@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N,MS.FAITHJAMES
15609,MR.,KARL,SHARMA,1980-02-12,S,M,karl10@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,MR.KARLSHARMA
15610,MS.,JESSICA,GONZALES,1980-10-12,S,F,jessica41@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N,MS.JESSICAGONZALES
15611,MS.,MICHELE,PATEL,1978-08-11,S,F,michele58@adventure-works.com,"$30,000 ",0,High School,Manual,Y,MS.MICHELEPATEL
15612,MR.,DAMIEN,MA,1978-04-07,S,M,damien12@adventure-works.com,"$30,000 ",0,High School,Manual,N,MR.DAMIENMA
15613,MS.,MELINDA,MORENO,1978-09-15,S,F,melinda3@adventure-works.com,"$30,000 ",0,High School,Manual,N,MS.MELINDAMORENO
15614,MRS.,FAITH,SIMMONS,1974-11-14,M,F,faith14@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,MRS.FAITHSIMMONS
15615,MS.,ERIKA,ALVAREZ,1973-08-16,S,F,erika4@adventure-works.com,"$30,000 ",0,High School,Manual,N,MS.ERIKAALVAREZ
15616,MS.,JANET,ALONSO,1973-05-18,S,F,janet13@adventure-works.com,"$30,000 ",0,High School,Manual,N,MS.JANETALONSO
15617,MS.,DAWN,CHANDE,1973-08-06,S,F,dawn39@adventure-works.com,"$30,000 ",0,High School,Manual,N,MS.DAWNCHANDE
15618,MR.,GABRIEL,SHARMA,1973-02-26,M,M,gabriel27@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,MR.GABRIELSHARMA
15619,MR.,LEVI,SUBRAM,1973-03-26,M,M,levi12@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,MR.LEVISUBRAM
15620,MS.,DOMINIQUE,SUBRAM,1973-05-19,S,F,dominique10@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N,MS.DOMINIQUESUBRAM
15621,MS.,KELLI,WU,1973-09-26,S,F,kelli7@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,MS.KELLIWU
15622,MR.,YVONNE,SCHLEGER,1972-10-15,S,M,yvonne2@adventure-works.com,"$30,000 ",0,High School,Manual,N,MR.YVONNESCHLEGER
15623,MRS.,MOLLY,MADAN,1972-10-11,M,F,molly7@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,MRS.MOLLYMADAN
15624,MR.,TYRONE,RUBIO,1972-08-11,M,M,tyrone20@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,MR.TYRONERUBIO
15625,MR.,CLINTON,ALVAREZ,1972-10-17,M,M,clinton1@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y,MR.CLINTONALVAREZ
15626,MR.,EDUARDO,WHITE,1972-07-23,M,M,eduardo11@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y,MR.EDUARDOWHITE
15627,MR.,TROY,SRINI,1972-12-24,S,M,troy9@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,MR.TROYSRINI
15628,MRS.,BRIANNA,SANDBERG,1916-10-11,M,F,brianna47@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,MRS.BRIANNASANDBERG
15629,MS.,MEGHAN,RUIZ,1971-10-02,S,F,meghan1@adventure-works.com,"$10,000 ",0,Partial High School,Manual,Y,MS.MEGHANRUIZ
15630,MS.,NICHOLE,TANG,1971-05-03,S,F,nichole4@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,MS.NICHOLETANG
15631,MR.,CLAYTON,ANDERSEN,1971-11-12,S,M,clayton31@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y,MR.CLAYTONANDERSEN
15632,MS.,GLORIA,CARLSON,1971-01-09,M,F,gloria19@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,MS.GLORIACARLSON
15633,MS.,ASHLEE,SHAN,1971-08-12,S,F,ashlee17@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,MS.ASHLEESHAN
15634,MR.,DALTON,KELLY,1971-05-27,S,M,dalton72@adventure-works.com,"$30,000 ",0,High School,Manual,N,MR.DALTONKELLY
15635,MS.,SHEILA,MARTIN,1971-08-24,S,F,sheila0@adventure-works.com,"$30,000 ",0,High School,Manual,N,MS.SHEILAMARTIN
15636,MR.,DAVID,WHITE,1970-05-25,S,M,david71@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,MR.DAVIDWHITE
15637,MR.,RUSSELL,SHARMA,1971-07-23,S,M,russell12@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,MR.RUSSELLSHARMA
15639,MS.,MELANIE,COLEMAN,1980-03-02,M,F,melanie21@adventure-works.com,"$10,000 ",0,Partial College,Manual,N,MS.MELANIECOLEMAN
15640,MR.,GARY,GOMEZ,1980-04-16,S,M,gary11@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y,MR.GARYGOMEZ
15641,MR.,MARCO,SARA,1978-05-04,M,M,marco11@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y,MR.MARCOSARA
15642,MS.,CARA,GAO,1977-08-24,S,F,cara10@adventure-works.com,"$10,000 ",0,High School,Manual,Y,MS.CARAGAO
15643,MR.,OMAR,RAJI,1977-09-20,S,M,omar42@adventure-works.com,"$10,000 ",0,High School,Manual,Y,MR.OMARRAJI
15644,MRS.,SAVANNAH,GONZALEZ,1979-08-20,S,F,savannah31@adventure-works.com,"$10,000 ",1,High School,Manual,N,MRS.SAVANNAHGONZALEZ
15645,MR.,JAVIER,GILL,1979-03-12,M,M,javier8@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,N,MR.JAVIERGILL
15646,MRS.,EMMA,KELLY,1978-11-03,S,F,emma46@adventure-works.com,"$10,000 ",1,High School,Manual,N,MRS.EMMAKELLY
15647,MS.,DAWN,HE,1978-11-20,M,F,dawn20@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,MS.DAWNHE
15648,MR.,EDGAR,GONZALEZ,1978-09-04,M,M,edgar19@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,MR.EDGARGONZALEZ
15649,MRS.,MELINDA,JIMENEZ,1943-04-11,M,F,melinda2@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y,MRS.MELINDAJIMENEZ
15650,MR.,RONNIE,LI,1961-02-03,S,M,ronnie2@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,MR.RONNIELI
15651,MRS.,ANN,LOPEZ,1961-07-13,S,F,ann21@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,MRS.ANNLOPEZ
15652,MRS.,BARBARA,WANG,1961-05-25,M,F,barbara11@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y,MRS.BARBARAWANG
15653,MR.,GERALD,MADAN,1961-06-07,S,M,gerald37@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,MR.GERALDMADAN
15654,MR.,LEVI,FERNANDEZ,1960-03-12,S,M,levi15@adventure-works.com,"$10,000 ",1,High School,Manual,N,MR.LEVIFERNANDEZ
15655,MRS.,DEANNA,GOMEZ,1960-11-02,M,F,deanna26@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,MRS.DEANNAGOMEZ
15656,MR.,DARRYL,ZHAO,1960-06-15,S,M,darryl10@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,MR.DARRYLZHAO
15657,MR.,MARCUS,HAYES,1960-06-20,M,M,marcus72@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,MR.MARCUSHAYES
15658,MRS.,VICTORIA,ROGERS,1959-08-16,S,F,victoria27@adventure-works.com,"$10,000 ",1,High School,Manual,N,MRS.VICTORIAROGERS
15659,MRS.,ANGELA,RIVERA,1959-02-14,M,F,angela43@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,MRS.ANGELARIVERA
15660,MRS.,APRIL,JAI,1959-09-02,M,F,april9@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,MRS.APRILJAI
15661,MR.,BRANDON,ROBINSON,1959-08-20,M,M,brandon48@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,MR.BRANDONROBINSON
15662,MRS.,MEGAN,RICHARDSON,1960-05-24,M,F,megan38@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y,MRS.MEGANRICHARDSON
15663,MS.,MANDY,CHEN,1959-07-09,M,F,mandy3@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,MS.MANDYCHEN
15664,MS.,JILL,VAZQUEZ,1959-04-26,S,F,jill22@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,MS.JILLVAZQUEZ
15665,MS.,KRISTI,SAI,1959-07-06,M,F,kristi22@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,MS.KRISTISAI
15666,MRS.,BIANCA,LIANG,1970-10-22,S,F,bianca13@adventure-works.com,"$10,000 ",2,High School,Manual,Y,MRS.BIANCALIANG
15667,MR.,HECTOR,RAMOS,1970-09-17,M,M,hector15@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,MR.HECTORRAMOS
15668,MR.,ERICK,FERNANDEZ,1970-02-27,M,M,erick15@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,N,MR.ERICKFERNANDEZ
15669,MS.,PAUL,SUURS,1970-04-24,M,F,paul8@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MS.PAULSUURS
15670,MR.,SERGIO,S?NCHEZ,1969-08-03,M,M,sergio21@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,MR.SERGIOS?NCHEZ
15671,MR.,LAWRENCE,TORRES,1969-05-27,S,M,lawrence10@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,MR.LAWRENCETORRES
15672,MR.,KELVIN,NARA,1969-01-19,S,M,kelvin13@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y,MR.KELVINNARA
15673,MR.,JON,GOEL,1969-06-08,S,M,jon16@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,MR.JONGOEL
15674,MR.,TOMMY,RAHEEM,1969-07-08,S,M,tommy14@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,MR.TOMMYRAHEEM
15675,MR.,JAY,ALONSO,1969-10-16,M,M,jay37@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MR.JAYALONSO
15676,MR.,TODD,WANG,1969-04-07,S,M,todd3@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MR.TODDWANG
15677,MS.,ALYSSA,BRADLEY,1969-08-11,M,F,alyssa31@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MS.ALYSSABRADLEY
15678,MS.,SUSAN,ZHOU,1969-06-08,M,F,susan18@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MS.SUSANZHOU
15679,MR.,ROBERT,PATTERSON,1952-09-10,M,M,robert24@adventure-works.com,"$10,000 ",3,Partial College,Manual,N,MR.ROBERTPATTERSON
15680,MRS.,TASHA,SHE,1951-03-09,M,F,tasha0@adventure-works.com,"$10,000 ",4,High School,Manual,N,MRS.TASHASHE
15682,MRS.,HEIDI,GARCIA,1944-05-21,S,F,heidi17@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,MRS.HEIDIGARCIA
15683,MRS.,JESSIE,CARLSON,1944-06-22,S,F,jessie37@adventure-works.com,"$90,000 ",5,Partial College,Professional,N,MRS.JESSIECARLSON
15684,MR.,TYRONE,SUAREZ,1944-07-10,S,M,tyrone18@adventure-works.com,"$90,000 ",5,Partial College,Professional,N,MR.TYRONESUAREZ
15685,MRS.,ROBIN,VAZQUEZ,1944-06-09,M,F,robin11@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y,MRS.ROBINVAZQUEZ
15686,MR.,PEDRO,VAZQUEZ,1944-07-03,M,M,pedro35@adventure-works.com,"$130,000 ",3,Bachelors,Management,Y,MR.PEDROVAZQUEZ
15687,MR.,JAY,SURI,1945-06-18,M,M,jay6@adventure-works.com,"$70,000 ",5,High School,Professional,Y,MR.JAYSURI
15688,MR.,CHASE,GRAY,1945-05-07,M,M,chase6@adventure-works.com,"$70,000 ",5,High School,Professional,Y,MR.CHASEGRAY
15689,MRS.,STACEY,WANG,1945-01-06,S,F,stacey1@adventure-works.com,"$90,000 ",5,Partial College,Professional,N,MRS.STACEYWANG
15690,MR.,CLIFFORD,PEREZ,1946-06-12,S,M,clifford20@adventure-works.com,"$160,000 ",3,Bachelors,Management,N,MR.CLIFFORDPEREZ
15691,MR.,JULIAN,HENDERSON,1954-06-17,M,M,julian6@adventure-works.com,"$90,000 ",3,High School,Professional,Y,MR.JULIANHENDERSON
15692,MR.,RYAN,GARCIA,1954-04-14,M,M,ryan52@adventure-works.com,"$90,000 ",3,High School,Professional,Y,MR.RYANGARCIA
15693,MRS.,ISABEL,BARNES,1954-07-19,S,F,isabel3@adventure-works.com,"$90,000 ",3,High School,Professional,Y,MRS.ISABELBARNES
15694,MRS.,STEPHANIE,DIAZ,1953-07-21,M,F,stephanie49@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,MRS.STEPHANIEDIAZ
15695,MR.,BRUCE,GOMEZ,1954-06-18,M,M,bruce23@adventure-works.com,"$150,000 ",3,Partial High School,Professional,Y,MR.BRUCEGOMEZ
15696,MR.,DAMIEN,SUN,1953-06-05,M,M,damien10@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y,MR.DAMIENSUN
15697,MRS.,JULIA,MORRIS,1953-07-06,M,F,julia48@adventure-works.com,"$110,000 ",2,Partial College,Professional,Y,MRS.JULIAMORRIS
15698,MRS.,SUSAN,WANG,1953-03-03,S,F,susan11@adventure-works.com,"$120,000 ",3,Bachelors,Management,Y,MRS.SUSANWANG
15699,MR.,JONATHON,HERNANDEZ,1953-09-11,M,M,jonathon0@adventure-works.com,"$170,000 ",0,Bachelors,Management,Y,MR.JONATHONHERNANDEZ
15700,MR.,EUGENE,GUO,1952-11-19,M,M,eugene22@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,MR.EUGENEGUO
15701,MRS.,JILLIAN,KAPOOR,1952-09-27,M,F,jillian2@adventure-works.com,"$130,000 ",4,Partial College,Professional,N,MRS.JILLIANKAPOOR
15702,MRS.,RUTH,MEHTA,1952-08-18,M,F,ruth18@adventure-works.com,"$130,000 ",4,High School,Professional,Y,MRS.RUTHMEHTA
15703,MRS.,ALISON,CHANDE,1951-05-06,M,F,alison15@adventure-works.com,"$80,000 ",5,High School,Professional,Y,MRS.ALISONCHANDE
15704,MR.,PETER,LUO,1951-03-14,S,M,peter13@adventure-works.com,"$90,000 ",4,High School,Professional,Y,MR.PETERLUO
15705,MR.,GABRIEL,SIMMONS,1950-03-22,M,M,gabriel12@adventure-works.com,"$100,000 ",3,Partial College,Management,Y,MR.GABRIELSIMMONS
15706,MRS.,TINA,ARTHUR,1949-11-25,M,F,tina8@adventure-works.com,"$90,000 ",4,High School,Management,Y,MRS.TINAARTHUR
15707,MRS.,ROBIN,RUBIO,1949-09-15,M,F,robin16@adventure-works.com,"$120,000 ",4,Partial College,Management,Y,MRS.ROBINRUBIO
15708,MRS.,NINA,JAI,1949-07-21,M,F,nina11@adventure-works.com,"$120,000 ",4,High School,Management,Y,MRS.NINAJAI
15709,MRS.,CHELSEA,PRASAD,1948-09-03,M,F,chelsea10@adventure-works.com,"$70,000 ",5,Partial High School,Skilled Manual,Y,MRS.CHELSEAPRASAD
15710,MRS.,BRANDY,RANA,1948-01-23,M,F,brandy7@adventure-works.com,"$90,000 ",4,High School,Management,N,MRS.BRANDYRANA
15711,MR.,JEFFERY,LIANG,1948-07-02,M,M,jeffery16@adventure-works.com,"$110,000 ",4,High School,Management,Y,MR.JEFFERYLIANG
15712,MRS.,WHITNEY,CHANDRA,1948-12-05,M,F,whitney2@adventure-works.com,"$130,000 ",4,High School,Management,Y,MRS.WHITNEYCHANDRA
15713,MRS.,HANNAH,LEE,1948-06-09,M,F,hannah20@adventure-works.com,"$130,000 ",5,Partial High School,Professional,Y,MRS.HANNAHLEE
15714,MRS.,BETHANY,PAL,1947-09-17,S,F,bethany15@adventure-works.com,"$80,000 ",5,Partial High School,Skilled Manual,Y,MRS.BETHANYPAL
15715,MS.,ISABELLA,ADAMS,1975-06-20,S,F,isabella46@adventure-works.com,"$60,000 ",0,Bachelors,Professional,N,MS.ISABELLAADAMS
15716,MR.,ROY,MADAN,1975-06-20,S,M,roy8@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MR.ROYMADAN
15717,MS.,ALEXIA,HENDERSON,1976-05-26,S,F,alexia5@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MS.ALEXIAHENDERSON
15718,MS.,HEATHER,LIN,1976-04-15,M,F,heather7@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,MS.HEATHERLIN
15719,MS.,LACEY,LIANG,1976-07-13,M,F,lacey29@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,MS.LACEYLIANG
15720,MS.,JAIME,RAMOS,1974-07-26,M,F,jaime19@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,MS.JAIMERAMOS
15721,MS.,CARA,GUO,1974-08-15,S,F,cara13@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,MS.CARAGUO
15722,MS.,ANGELA,JENKINS,1974-11-26,M,F,angela9@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,MS.ANGELAJENKINS
15723,MS.,KATE,DENG,1974-03-18,M,F,kate1@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,MS.KATEDENG
15724,MR.,ROGER,SHE,1974-05-02,S,M,roger27@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MR.ROGERSHE
15725,MR.,TREVOR,PRICE,1973-07-18,M,M,trevor0@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MR.TREVORPRICE
15726,MS.,FAITH,BARNES,1973-02-27,M,F,faith3@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,MS.FAITHBARNES
15727,MS.,ALISHA,ZENG,1972-05-03,M,F,alisha23@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,MS.ALISHAZENG
15728,MR.,KEITH,SHARMA,1973-08-03,M,M,keith12@adventure-works.com,"$110,000 ",0,Partial College,Management,N,MR.KEITHSHARMA
15729,MS.,MAYRA,SURI,1972-09-24,M,F,mayra0@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MS.MAYRASURI
15730,MR.,PHILIP,DOMINGUEZ,1972-02-19,M,M,philip13@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,MR.PHILIPDOMINGUEZ
15731,MR.,COREY,CHAVEZ,1971-03-20,S,M,corey13@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,MR.COREYCHAVEZ
15732,MS.,SANDRA,ZHU,1972-05-28,M,F,sandra21@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y,MS.SANDRAZHU
15733,MS.,LESLIE,RAMOS,1972-03-25,M,F,leslie18@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y,MS.LESLIERAMOS
15734,MS.,ALICIA,LAL,1970-07-11,M,F,alicia6@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y,MS.ALICIALAL
15735,MS.,LORI,BLANCO,1970-05-02,M,F,lori16@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y,MS.LORIBLANCO
15736,MRS.,SHEENA,RAJE,1941-06-13,M,F,sheena12@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y,MRS.SHEENARAJE
15737,MR.,ALEXANDER,ROBINSON,1941-04-04,S,M,alexander22@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,MR.ALEXANDERROBINSON
15738,MRS.,ABIGAIL,MILLER,1941-07-23,M,F,abigail51@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,MRS.ABIGAILMILLER
15739,MR.,GARRETT,ROGERS,1942-12-16,M,M,garrett24@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,MR.GARRETTROGERS
15740,MR.,JOHNNY,KUMAR,1942-04-11,M,M,johnny8@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,MR.JOHNNYKUMAR
15741,MRS.,ISABELLA,ALLEN,1942-10-11,M,F,isabella55@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,MRS.ISABELLAALLEN
15742,MRS.,GRACE,THOMPSON,1942-11-07,M,F,grace15@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y,MRS.GRACETHOMPSON
15743,MRS.,CHLOE,THOMPSON,1942-02-18,M,F,chloe26@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,N,MRS.CHLOETHOMPSON
15744,MRS.,ANGELA,GRAY,1942-03-22,M,F,angela32@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,MRS.ANGELAGRAY
15746,MRS.,EMILY,WALKER,1943-12-02,M,F,emily23@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y,MRS.EMILYWALKER
15747,MR.,EVAN,NELSON,1944-02-25,M,M,evan34@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.EVANNELSON
15748,MR.,AUSTIN,JENKINS,1944-06-09,M,M,austin2@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.AUSTINJENKINS
15749,MRS.,GRACE,BROWN,1944-10-25,S,F,grace3@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MRS.GRACEBROWN
15750,MS.,KAITLIN,MARTINEZ,1973-10-20,M,F,kaitlin16@adventure-works.com,"$70,000 ",0,Partial College,Professional,N,MS.KAITLINMARTINEZ
15751,MRS.,KRISTEN,XU,1955-02-25,S,F,kristen11@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,MRS.KRISTENXU
15752,MR.,BOBBY,RODRIGUEZ,1955-10-02,M,M,bobby11@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N,MR.BOBBYRODRIGUEZ
15753,MRS.,MARGARET,LI,1956-12-22,S,F,margaret10@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y,MRS.MARGARETLI
15754,MRS.,CRYSTAL,XU,1956-06-23,S,F,crystal13@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y,MRS.CRYSTALXU
15755,MR.,CONNOR,FLORES,1956-01-26,M,M,connor7@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,N,MR.CONNORFLORES
15756,MRS.,KARI,GUTIERREZ,1957-07-08,S,F,kari31@adventure-works.com,"$70,000 ",2,High School,Professional,Y,MRS.KARIGUTIERREZ
15757,MR.,EDWIN,FERRIER,1957-07-10,S,M,edwin45@adventure-works.com,"$70,000 ",2,High School,Professional,Y,MR.EDWINFERRIER
15758,MR.,ARTURO,ANDERSEN,1958-05-26,M,M,arturo38@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,MR.ARTUROANDERSEN
15759,MS.,ERIN,BROOKS,1973-11-07,M,F,erin5@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,MS.ERINBROOKS
15760,MR.,RICHARD,JAMES,1974-05-04,M,M,richard79@adventure-works.com,"$30,000 ",0,High School,Professional,Y,MR.RICHARDJAMES
15761,MR.,XAVIER,THOMPSON,1974-10-18,S,M,xavier13@adventure-works.com,"$30,000 ",0,High School,Professional,Y,MR.XAVIERTHOMPSON
15762,MR.,GARRETT,STEWART,1974-05-08,S,M,garrett27@adventure-works.com,"$30,000 ",0,High School,Professional,N,MR.GARRETTSTEWART
15763,MR.,XAVIER,YOUNG,1974-07-25,M,M,xavier23@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,MR.XAVIERYOUNG
15764,MR.,LOUIS,GUO,1959-06-15,S,M,louis12@adventure-works.com,"$120,000 ",1,Bachelors,Management,N,MR.LOUISGUO
15765,MR.,GILBERT,DENG,1959-10-18,M,M,gilbert22@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,MR.GILBERTDENG
15766,MS.,PRISCILLA,BLACK,1959-08-16,S,F,priscilla19@adventure-works.com,"$160,000 ",0,Graduate Degree,Management,N,MS.PRISCILLABLACK
15768,MS.,VICTORIA,WALKER,1966-11-26,M,F,victoria22@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,MS.VICTORIAWALKER
15769,MS.,KELLY,COLEMAN,1966-05-09,M,F,kelly10@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,MS.KELLYCOLEMAN
15770,MR.,XAVIER,BROOKS,1966-10-11,S,M,xavier67@adventure-works.com,"$150,000 ",0,Bachelors,Management,N,MR.XAVIERBROOKS
